ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo ,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA
1.269,M       ,4.780.941,43,MED     ,CAS     ,31,119,SANTIAGO        ,3.396.197,4.156,0,190.889,1.843,0,378,1,6.200.000,NO,FUGA
1.270,F       ,2.197.399,31,TEC     ,SOL     ,17,115,SANTIAGO        ,0,0,0,0,0,0,316,0,2.700.000,NO,NO FUGA
1.271,M       ,529.982,51,UNV     ,CAS     ,16,89,SANTIAGO        ,0,26.558,0,0,23,0,0,2,3.100.000,NO,NO FUGA
1.272,M       ,792.478,53,TEC     ,CAS     ,85,88,SANTIAGO        ,0,163.671,0,4.638,20,0,0,1,5.800.000,NO,FUGA
1.273,F       ,183.585,47,UNV     ,CAS     ,37,115,SANTIAGO        ,0,31.694,0,0,6,0,0,1,2.400.000,NO,FUGA
1.274,F       ,893.679,45,UNV     ,CAS     ,138,1,ARICA           ,0,683.600,0,0,266,0,14.890,2,6.500.000,NO,FUGA
1.275,M       ,105.315,40,UNV     ,CAS     ,31,119,SANTIAGO        ,0,13.295,0,2.057.313,361,0,118,1,1.600.000,NO,FUGA
1.276,M       ,917.565,43,MED     ,SEP     ,18,118,SANTIAGO        ,0,1.016,0,0,0,0,0,1,3.700.000,SI,FUGA
1.277,M       ,830.317,51,TEC     ,CAS     ,127,90,SANTIAGO        ,0,421.141,0,495.599,285,0,1.459,1,8.000.000,NO,FUGA
1.278,F       ,4.288.458,55,UNV     ,CAS     ,12,13,CALAMA          ,0,236.253,0,15.236.899,870,20.884,249.652,2,8.000.000,NO,NO FUGA
1.279,F       ,589.952,43,TEC     ,SOL     ,14,22,COPIAPO         ,169.156,817.614,0,23.350,583,0,169,1,500.000,SI,NO FUGA
1.280,M       ,111.297,50,UNV     ,SOL     ,138,1,ARICA           ,0,90.766,0,42.826,0,0,60,1,1.900.000,NO,FUGA
1.281,F       ,31.098,44,MED     ,SOL     ,81,59,QUILLOTA        ,0,492.838,0,0,0,1.220,223,0,1.500.000,SI,NO FUGA
1.282,F       ,512.368,53,MED     ,CAS     ,27,226,CONCEPCION      ,0,13.169,0,403.983,146,0,2.018,1,7.300.000,NO,NO FUGA
1.283,F       ,172.323,45,TEC     ,CAS     ,108,100,SANTIAGO        ,997.570,131.124,0,0,384,0,0,1,700.000,NO,NO FUGA
1.284,M       ,482.564,-21,UNV     ,SEP     ,122,89,SANTIAGO        ,0,24.497,0,11.561,20,0,0,1,3.400.000,NO,FUGA
1.285,M       ,1.026.105,28,UNV     ,CAS     ,27,226,CONCEPCION      ,0,183.169,0,13.258,0,0,134,1,5.500.000,NO,FUGA
1.286,M       ,168.898,26,MED     ,SOL     ,27,226,CONCEPCION      ,827.784,0,0,0,548,0,0,1,1.100.000,NO,FUGA
1.287,M       ,239.315,53,UNV     ,CAS     ,98,88,SANTIAGO        ,0,466.729,0,440.870,517,0,5.048,1,8.000.000,NO,FUGA
1.288,M       ,254.724,32,UNV     ,CAS     ,71,326,PUNTA ARENAS    ,410.195,169.559,0,30.929,710,3.894,5,1,2.400.000,NO,NO FUGA
1.289,F       ,660.696,50,MED     ,CAS     ,45,80,SANTIAGO        ,0,0,0,0,233,0,21,1,1.900.000,NO,NO FUGA
1.290,M       ,1.665.222,52,MED     ,CAS     ,27,226,CONCEPCION      ,0,0,0,76.505,3.027,3.082,166,2,5.500.000,NO,FUGA
1.291,F       ,146.185,30,TEC     ,SOL     ,127,115,SANTIAGO        ,0,501.306,0,83.263,2,21.545,409,1,1.100.000,NO,NO FUGA
1.292,M       ,386.456,41,UNV     ,CAS     ,49,80,SANTIAGO        ,0,353.499,0,7.289,0,1.317,0,1,4.300.000,SI,FUGA
1.293,M       ,55.717,50,TEC     ,SOL     ,138,1,ARICA           ,0,135.650,0,133.252,275,0,0,2,1.500.000,NO,FUGA
1.294,M       ,1.080.303,43,UNV     ,CAS     ,138,1,ARICA           ,0,571.624,0,290.590,158,0,215,1,5.800.000,NO,FUGA
1.295,M       ,794.764,38,UNV     ,SOL     ,102,93,SANTIAGO        ,0,15.081,0,0,2.012,327,0,3,2.500.000,NO,NO FUGA
1.296,F       ,2.208.481,33,TEC     ,VIU     ,84,100,SANTIAGO        ,0,3.597,0,41.032,10,0,3,1,2.100.000,NO,NO FUGA
1.297,M       ,49.053,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,1.443.755,0,326.619,1.880,7.921,1.983,2,1.200.000,NO,FUGA
1.298,F       ,342.480,29,TEC     ,CAS     ,54,92,SANTIAGO        ,0,18.686,0,18.668,1.964,0,438,1,700.000,NO,NO FUGA
1.299,F       ,86.929,52,TEC     ,CAS     ,116,131,RANCAGUA        ,48.487,0,0,0,456,0,0,1,1.600.000,NO,NO FUGA
1.300,F       ,180.426,43,BAS     ,CAS     ,23,164,CURICO          ,0,0,0,0,0,0,0,0,2.200.000,NO,NO FUGA
1.301,F       ,3.804.224,51,UNV     ,CAS     ,138,93,SANTIAGO        ,0,4.646,0,0,379,50.421,242,3,8.000.000,NO,FUGA
1.302,M       ,62.336,40,MED     ,CAS     ,64,115,SANTIAGO        ,0,158.186,0,0,7,0,8.847,1,3.500.000,NO,FUGA
1.303,M       ,425.360,54,UNV     ,SOL     ,57,105,SANTIAGO        ,0,424.914,0,1.978,38,0,2,1,8.000.000,NO,FUGA
1.304,F       ,4.429.595,40,TEC     ,VIU     ,24,105,SANTIAGO        ,0,400.678,0,0,43,0,0,1,3.900.000,NO,NO FUGA
1.305,M       ,491.948,31,MED     ,SOL     ,56,131,RANCAGUA        ,0,311.821,0,0,7,0,0,2,1.400.000,NO,NO FUGA
1.306,F       ,58.419,38,MED     ,SOL     ,81,67,VINA DEL MAR    ,0,1.593.493,0,472.720,1.083,18.334,2.143,1,5.000.000,SI,NO FUGA
1.307,M       ,426.010,31,UNV     ,CAS     ,27,226,CONCEPCION      ,0,0,0,69.509,44,2.885,0,1,1.700.000,NO,FUGA
1.308,M       ,624.386,32,UNV     ,SEP     ,78,182,LINARES         ,0,383.234,0,0,59,0,0,1,3.600.000,NO,NO FUGA
1.309,M       ,49.126,42,UNV     ,CAS     ,31,119,SANTIAGO        ,0,320.721,0,0,0,0,4.548,1,3.400.000,NO,FUGA
1.310,F       ,6.821.416,38,TEC     ,VIU     ,14,87,SANTIAGO        ,22.947,37.864,0,130.014,1.815,0,376,1,8.000.000,NO,NO FUGA
1.311,M       ,37.101,44,UNV     ,CAS     ,54,88,SANTIAGO        ,0,0,0,773.233,0,0,2.419,1,8.000.000,NO,FUGA
1.312,M       ,722.976,38,UNV     ,CAS     ,29,92,SANTIAGO        ,0,210.848,4.301.847,66.031,72,0,2.831,1,4.300.000,NO,NO FUGA
1.313,M       ,461.988,47,MED     ,CAS     ,138,1,ARICA           ,0,96.363,0,0,20,928,0,1,1.600.000,NO,FUGA
1.314,F       ,173.589,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,38.908,0,0,18,0,0,1,1.900.000,NO,FUGA
1.315,F       ,412.394,36,TEC     ,CAS     ,37,99,SANTIAGO        ,0,189.738,0,0,64,0,0,1,1.400.000,NO,NO FUGA
1.316,F       ,6.875.424,38,TEC     ,VIU     ,108,93,SANTIAGO        ,7.918,42.254,0,262.054,615,0,3,1,550.000,NO,NO FUGA
1.317,M       ,2.481.794,44,MED     ,CAS     ,55,90,SANTIAGO        ,0,307.781,0,0,24,0,0,1,4.800.000,NO,FUGA
1.318,M       ,174.759,49,UNV     ,SEP     ,76,98,SANTIAGO        ,79.059,939.399,0,663.640,940,0,710,2,2.100.000,NO,FUGA
1.319,M       ,682.092,28,TEC     ,SOL     ,13,16,ANTOFAGASTA     ,0,97.597,0,0,123,13.877,2.975,2,5.500.000,SI,NO FUGA
1.320,F       ,17.383,44,MED     ,SOL     ,93,89,SANTIAGO        ,0,0,0,0,0,1.658,0,0,4.500.000,SI,NO FUGA
1.321,M       ,46.083,40,UNV     ,CAS     ,55,90,SANTIAGO        ,1.362.246,859.879,0,612.390,267,0,23.923,2,6.500.000,NO,FUGA
1.322,M       ,1.310.537,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,803.419,0,174.583,34,23.035,137,1,3.500.000,NO,FUGA
1.323,F       ,1.595.291,40,UNV     ,SOL     ,64,272,VALDIVIA        ,0,0,0,0,0,32.440,0,0,8.000.000,NO,NO FUGA
1.324,M       ,753.243,49,UNV     ,SOL     ,155,88,SANTIAGO        ,0,48.249,0,463,475,0,471,1,4.600.000,NO,FUGA
1.325,M       ,214.119,41,UNV     ,CAS     ,94,301,ANCUD           ,0,613.277,0,0,13,0,1,1,2.900.000,NO,NO FUGA
1.326,F       ,39.653,34,TEC     ,SOL     ,83,89,SANTIAGO        ,0,536.756,0,565.353,105,0,309,1,3.500.000,SI,NO FUGA
1.327,M       ,459.702,31,UNV     ,SOL     ,129,101,SANTIAGO        ,0,9.857,0,105.138,79,0,65,1,1.800.000,NO,NO FUGA
1.328,F       ,44.123,44,TEC     ,SOL     ,86,49,LOS ANDES       ,63.855,61.877,0,70.263,1.809,0,326,3,8.000.000,SI,NO FUGA
1.329,M       ,498.511,47,MED     ,CAS     ,31,119,SANTIAGO        ,0,157.547,0,1.555,0,0,0,1,2.400.000,NO,FUGA
1.330,F       ,20.957,52,TEC     ,SEP     ,10,5,IQUIQUE         ,0,266.931,0,0,29,1.125,0,1,2.300.000,NO,NO FUGA
1.331,F       ,477.134,48,UNV     ,CAS     ,31,119,SANTIAGO        ,1.460.124,69.916,0,190.487,459,0,213,1,600.000,NO,FUGA
1.332,M       ,412.472,52,UNV     ,CAS     ,27,226,CONCEPCION      ,0,39.693,0,142.025,405,0,242,1,1.900.000,SI,FUGA
1.333,M       ,482.469,39,TEC     ,CAS     ,125,89,SANTIAGO        ,0,642.499,0,78.608,191,0,104,2,1.100.000,NO,NO FUGA
1.334,M       ,1.477.802,40,UNV     ,CAS     ,55,90,SANTIAGO        ,237.845,42.855,0,132.843,685,0,185,3,3.000.000,NO,FUGA
1.335,,115.805,49,UNV     ,CAS     ,86,49,LOS ANDES       ,560.762,0,0,0,356,5.665,0,1,1.500.000,NO,NO FUGA
1.336,F       ,544.803,53,MED     ,CAS     ,95,316,AYSEN           ,0,0,0,0,143,0,482,1,2.400.000,NO,NO FUGA
1.337,F       ,552.821,41,UNV     ,SOL     ,138,1,ARICA           ,0,297.016,0,233.756,141,0,7.994,2,4.600.000,SI,FUGA
1.338,M       ,46.683,46,UNV     ,CAS     ,55,90,SANTIAGO        ,917.605,283.581,0,24.108,2.680,0,1.221,3,7.000.000,NO,FUGA
1.339,M       ,15.086,-34,BAS     ,CAS     ,55,90,SANTIAGO        ,392.608,1.673,0,268.995,592,0,10.445,1,900.000,NO,FUGA
1.340,M       ,1.083.289,47,MED     ,CAS     ,17,90,SANTIAGO        ,0,24.323,0,344.507,1.183,0,485,3,5.100.000,SI,FUGA
1.341,F       ,1.941.545,35,TEC     ,VIU     ,61,284,OSORNO          ,0,316.445,0,298.870,1.036,0,535,1,1.500.000,NO,NO FUGA
1.342,M       ,34.536,42,MED     ,CAS     ,55,90,SANTIAGO        ,0,98.414,0,220.435,51,2.199,0,1,6.800.000,NO,FUGA
1.343,M       ,699.938,49,UNV     ,CAS     ,120,113,SANTIAGO        ,0,420.151,0,0,1.025,31.802,2.323,1,3.300.000,NO,FUGA
1.344,M       ,1.530,37,TEC     ,CAS     ,56,148,SAN FERNANDO    ,0,327.321,0,0,140,0,0,2,2.400.000,NO,NO FUGA
1.345,F       ,395.316,58,MED     ,SOL     ,12,13,CALAMA          ,0,61.219,0,0,173,0,0,1,1.900.000,NO,NO FUGA
1.346,M       ,408.792,51,MED     ,SOL     ,144,101,SANTIAGO        ,0,5.139,0,256.668,956,0,1.298,3,4.700.000,NO,FUGA
1.347,M       ,36.300,41,MED     ,SEP     ,151,226,CONCEPCION      ,0,112.969,0,0,1.360,9.075,9.211,1,4.100.000,NO,NO FUGA
1.348,F       ,114.996,59,MED     ,CAS     ,55,93,SANTIAGO        ,0,1.280.913,0,0,21,10.635,102,1,4.100.000,NO,NO FUGA
1.349,M       ,301.939,41,TEC     ,SOL     ,138,1,ARICA           ,0,28.032,0,0,83,1.021,0,1,3.300.000,NO,FUGA
1.350,F       ,1.292.296,37,TEC     ,SOL     ,31,119,SANTIAGO        ,521.531,234.206,0,1.631.379,1.358,0,1.820,1,1.300.000,NO,NO FUGA
1.351,M       ,308.625,43,TEC     ,CAS     ,24,88,SANTIAGO        ,462.736,178.140,0,0,108,13.372,0,1,4.100.000,NO,NO FUGA
1.352,M       ,203.148,41,UNV     ,CAS     ,55,90,SANTIAGO        ,0,416.709,0,6.058,0,2.522,8.704,1,800.000,NO,FUGA
1.353,M       ,434.232,47,TEC     ,SEP     ,138,1,ARICA           ,0,183.789,0,120.535,146,0,137,1,1.700.000,NO,FUGA
1.354,M       ,2.348.095,44,MED     ,CAS     ,55,90,SANTIAGO        ,58.677,0,0,0,94,0,0,1,1.800.000,NO,FUGA
1.355,F       ,6.832,39,TEC     ,SOL     ,63,300,CASTRO          ,515.128,32.117,0,0,1.819,0,0,1,1.000.000,SI,NO FUGA
1.356,F       ,912.486,34,TEC     ,SOL     ,70,265,LONCOCHE        ,0,305.451,12.967.642,1.315.271,74,0,23.220,1,8.000.000,NO,NO FUGA
1.357,F       ,765.768,47,MED     ,CAS     ,90,80,SANTIAGO        ,0,382.799,0,777.187,709,0,2.245,1,4.600.000,NO,FUGA
1.358,F       ,11.386,50,MED     ,SOL     ,38,93,SANTIAGO        ,2.042.636,253.304,0,1.265.871,2.145,0,6.594,1,3.600.000,SI,NO FUGA
1.359,M       ,918,45,UNV     ,CAS     ,55,90,SANTIAGO        ,0,227.463,0,0,273,0,946,3,8.000.000,NO,FUGA
1.360,M       ,132.181,37,UNV     ,CAS     ,90,84,SANTIAGO        ,0,87.591,0,0,34,0,0,1,1.600.000,NO,NO FUGA
1.361,M       ,340.784,35,UNV     ,CAS     ,122,93,SANTIAGO        ,0,33.117,0,0,8,0,0,1,1.600.000,NO,NO FUGA
1.362,F       ,2.335.262,53,TEC     ,CAS     ,84,85,SANTIAGO        ,0,0,0,0,576,1.275,67,1,8.000.000,NO,NO FUGA
1.363,F       ,1.247.427,32,TEC     ,SOL     ,27,226,CONCEPCION      ,0,83.485,0,0,4,0,0,1,1.400.000,NO,NO FUGA
1.364,M       ,820.800,41,UNV     ,SOL     ,82,90,SANTIAGO        ,789.345,295.789,0,0,468,0,662,2,7.500.000,NO,NO FUGA
1.365,M       ,120.594,41,UNV     ,CAS     ,55,90,SANTIAGO        ,0,266.813,180.178,400.739,0,0,2.059,1,3.900.000,NO,FUGA
1.366,M       ,185.388,54,UNV     ,SOL     ,27,226,CONCEPCION      ,0,463.267,0,908.372,0,0,2.028,1,5.000.000,SI,FUGA
1.367,F       ,149.899,41,MED     ,CAS     ,51,88,SANTIAGO        ,0,0,0,0,0,0,6,0,2.100.000,NO,NO FUGA
1.368,M       ,102.924,47,TEC     ,CAS     ,83,85,SANTIAGO        ,0,3.306,0,781.805,2.251,2.139,2.089,3,2.300.000,NO,FUGA
1.369,F       ,423.750,41,TEC     ,SEP     ,59,98,SANTIAGO        ,449.644,293.730,0,172.780,623,0,194,2,3.100.000,NO,FUGA
1.370,F       ,194.566,49,MED     ,CAS     ,138,1,ARICA           ,0,3.485,0,134.452,15,0,36,1,1.800.000,NO,FUGA
1.371,M       ,164.638,48,UNV     ,CAS     ,149,105,SANTIAGO        ,0,96.722,0,0,4,0,0,1,1.700.000,NO,NO FUGA
1.372,F       ,176,44,MED     ,SOL     ,73,89,SANTIAGO        ,0,0,0,0,1.713,0,0,1,2.200.000,SI,NO FUGA
1.373,M       ,186.248,45,UNV     ,CAS     ,45,89,SANTIAGO        ,0,5.779,0,341.605,220,0,1.132,2,3.900.000,SI,FUGA
1.374,F       ,27.510,46,MED     ,SOL     ,25,85,SANTIAGO        ,0,201.171,0,0,415,2.659,2.171,1,2.400.000,SI,NO FUGA
1.375,M       ,62.909,50,MED     ,CAS     ,138,1,ARICA           ,0,49.105,0,168.631,15,0,92,1,2.000.000,NO,FUGA
1.376,M       ,535.592,49,MED     ,CAS     ,138,1,ARICA           ,0,195.142,0,0,346,0,0,2,700.000,NO,FUGA
1.377,F       ,239.391,34,TEC     ,VIU     ,43,70,QUILPUE         ,0,153.729,0,0,0,0,91,1,2.600.000,NO,NO FUGA
1.378,M       ,3.171.246,53,TEC     ,CAS     ,53,80,SANTIAGO        ,0,0,0,0,1.697,0,82.746,3,8.000.000,NO,NO FUGA
1.379,M       ,1.591.867,46,MED     ,CAS     ,127,90,SANTIAGO        ,0,382.379,0,707.118,259,0,10,1,8.000.000,NO,FUGA
1.380,M       ,46.293,34,TEC     ,CAS     ,27,226,CONCEPCION      ,0,625.389,0,0,147,18.275,0,1,3.100.000,NO,NO FUGA
1.381,F       ,690.174,49,UNV     ,SOL     ,138,1,ARICA           ,0,44.630,380.799,0,0,0,747,1,4.400.000,NO,FUGA
1.382,F       ,3.229.040,47,MED     ,CAS     ,59,88,SANTIAGO        ,0,1.164.820,0,0,77,0,0,1,8.000.000,NO,NO FUGA
1.383,M       ,348.365,51,MED     ,CAS     ,144,101,SANTIAGO        ,0,23.825,0,371.604,866,0,715,3,4.700.000,NO,FUGA
1.384,F       ,4.733.057,34,TEC     ,VIU     ,90,90,SANTIAGO        ,0,7.706,0,99.016,1.198,14.801,181,3,2.500.000,SI,NO FUGA
1.385,F       ,439.913,42,MED     ,CAS     ,85,88,SANTIAGO        ,0,4.609,0,13.810,166,0,107,1,2.300.000,NO,FUGA
1.386,M       ,2.025.932,44,UNV     ,CAS     ,82,86,SANTIAGO        ,0,220.530,0,0,1.501,0,0,1,8.000.000,NO,NO FUGA
1.387,M       ,1.489.720,47,UNV     ,CAS     ,25,88,SANTIAGO        ,1.085.680,0,0,922.588,1.494,33.675,412,2,8.000.000,NO,FUGA
1.388,F       ,101.775,29,TEC     ,SOL     ,93,93,SANTIAGO        ,0,42.741,0,13.421,699,0,0,1,1.400.000,NO,NO FUGA
1.389,F       ,2.124.808,47,MED     ,CAS     ,73,86,SANTIAGO        ,0,424.177,0,0,11,0,0,1,8.000.000,NO,NO FUGA
1.390,M       ,446.366,41,UNV     ,CAS     ,138,1,ARICA           ,0,72.696,0,59.238,0,0,6.121,1,4.600.000,NO,FUGA
1.391,F       ,294.023,25,TEC     ,CAS     ,82,105,SANTIAGO        ,0,62.587,0,324.889,103,0,174,1,1.600.000,NO,FUGA
1.392,M       ,478.906,42,UNV     ,CAS     ,138,1,ARICA           ,0,759.044,0,0,0,0,4.006,1,3.400.000,NO,FUGA
1.393,M       ,27.139,45,MED     ,CAS     ,55,90,SANTIAGO        ,0,290.926,423.383,248.658,20,0,1.006,1,2.300.000,NO,FUGA
1.394,M       ,674.162,47,MED     ,SOL     ,138,1,ARICA           ,0,104.366,0,0,34,0,0,1,3.500.000,SI,FUGA
1.395,F       ,2.340.577,40,TEC     ,SOL     ,52,88,SANTIAGO        ,0,1.032.606,0,218.627,1.383,0,1.244,1,8.000.000,NO,NO FUGA
1.396,F       ,276.516,41,UNV     ,CAS     ,73,85,SANTIAGO        ,0,0,0,0,0,0,0,0,5.300.000,NO,NO FUGA
1.397,F       ,4.379.825,53,MED     ,CAS     ,155,88,SANTIAGO        ,0,66.997,0,0,9,0,128.236,1,8.000.000,NO,NO FUGA
1.398,M       ,7.803,54,MED     ,CAS     ,146,88,SANTIAGO        ,0,424.545,0,143.891,316,0,189,1,8.000.000,SI,FUGA
1.399,M       ,4.711.253,48,UNV     ,CAS     ,55,90,SANTIAGO        ,484.970,86.073,0,492.161,1.515,248,3.230,3,3.100.000,NO,FUGA
1.400,M       ,37.796,45,MED     ,CAS     ,105,80,SANTIAGO        ,0,272.566,0,20.162,1.426,0,788,3,1.400.000,NO,FUGA
1.401,M       ,440.924,53,UNV     ,CAS     ,27,226,CONCEPCION      ,222.103,100.213,0,0,575,2.308,2.245,1,900.000,NO,FUGA
1.402,M       ,1.558.386,43,UNV     ,CAS     ,55,90,SANTIAGO        ,0,208.401,0,291.487,0,1.337,0,1,2.300.000,SI,FUGA
1.403,M       ,523.589,37,TEC     ,CAS     ,84,16,ANTOFAGASTA     ,0,1.423.638,0,0,3,0,0,1,5.300.000,NO,NO FUGA
1.404,F       ,490,42,MED     ,SOL     ,27,226,CONCEPCION      ,356.408,169.578,0,64.971,434,0,0,1,3.800.000,SI,NO FUGA
1.405,F       ,388.586,25,TEC     ,SOL     ,44,184,COLBUN          ,0,201.519,0,77.746,0,0,26,0,1.800.000,NO,NO FUGA
1.406,M       ,444.529,51,MED     ,CAS     ,138,1,ARICA           ,0,20.985,0,5.531,0,0,2.158,1,1.900.000,NO,FUGA
1.407,F       ,330.571,50,MED     ,CAS     ,139,88,SANTIAGO        ,0,0,0,0,0,0,0,0,5.000.000,NO,NO FUGA
1.408,M       ,1.856.518,53,UNV     ,,27,226,CONCEPCION      ,0,1.485.962,0,138.238,0,1.997,0,1,8.000.000,NO,FUGA
1.409,F       ,79.390,41,MED     ,SOL     ,40,67,VINA DEL MAR    ,0,253.240,0,215.940,0,0,191,0,6.200.000,SI,NO FUGA
1.410,M       ,2.880.835,63,MED     ,SOL     ,17,80,SANTIAGO        ,0,812.914,0,0,8.251,0,0,2,8.000.000,NO,NO FUGA
1.411,F       ,602.088,25,MED     ,CAS     ,64,314,COYHAIQUE       ,0,133.062,0,69.664,121,0,1,1,2.400.000,NO,FUGA
1.412,F       ,14.536,43,TEC     ,SOL     ,59,86,SANTIAGO        ,0,47.285,0,0,491,41.657,0,1,8.000.000,SI,NO FUGA
1.413,M       ,1.214.630,53,MED     ,CAS     ,85,88,SANTIAGO        ,0,213.897,0,8.002,15,0,0,1,5.800.000,NO,FUGA
1.414,M       ,2.118.457,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,212.473,0,1.028.908,284,7.885,8.211,2,8.000.000,NO,FUGA
1.415,M       ,63.652,27,UNV     ,SOL     ,60,291,PUERTO MONTT    ,0,50,0,67.008,168,0,185,1,1.500.000,NO,NO FUGA
1.416,F       ,1.072.881,45,UNV     ,CAS     ,54,89,SANTIAGO        ,0,41.570,0,0,84,53,0,2,4.800.000,NO,NO FUGA
1.417,M       ,4.735.695,42,MED     ,CAS     ,55,90,SANTIAGO        ,1.331.968,7.625,0,36.265,2.811,15.769,982,2,8.000.000,NO,FUGA
1.418,M       ,42.317,54,UNV     ,CAS     ,122,97,SANTIAGO        ,0,552.631,0,6.855,36,0,38,1,4.000.000,NO,FUGA
1.419,F       ,229.931,49,UNV     ,SOL     ,80,81,SANTIAGO        ,0,75.296,0,173.474,172,0,0,1,1.900.000,NO,FUGA
1.420,M       ,401.259,32,TEC     ,SOL     ,71,326,PUNTA ARENAS    ,661.846,180.064,0,84.068,254,13.102,2,1,2.400.000,NO,NO FUGA
1.421,M       ,245.963,26,UNV     ,CAS     ,138,1,ARICA           ,0,8.113,0,25.101,80,0,224,1,1.800.000,NO,FUGA
1.422,F       ,301.388,29,TEC     ,SOL     ,122,105,SANTIAGO        ,948.384,115.363,0,0,1.293,0,108,1,800.000,NO,NO FUGA
1.423,M       ,125.342,46,UNV     ,SOL     ,31,119,SANTIAGO        ,281.729,0,0,0,143,0,0,1,1.600.000,NO,FUGA
1.424,F       ,128.175,36,UNV     ,CAS     ,16,93,SANTIAGO        ,0,121.565,0,0,0,0,29,0,1.600.000,NO,NO FUGA
1.425,F       ,80.171,30,TEC     ,CAS     ,60,91,SANTIAGO        ,41.193,94.963,0,297.657,591,0,1.037,1,3.100.000,NO,NO FUGA
1.426,M       ,102.035,52,MED     ,CAS     ,27,226,CONCEPCION      ,0,125.689,0,228.046,0,0,226,1,5.700.000,SI,FUGA
1.427,M       ,201.223,55,UNV     ,CAS     ,76,84,SANTIAGO        ,605.621,63.968,0,99.735,544,0,154,2,1.300.000,SI,FUGA
1.428,M       ,42.761,43,UNV     ,CAS     ,16,89,SANTIAGO        ,0,14.684,0,122.411,122,0,346,1,1.500.000,SI,FUGA
1.429,F       ,22.381,58,TEC     ,SOL     ,24,86,SANTIAGO        ,154.003,400.590,0,0,13,0,7.679,1,3.700.000,SI,NO FUGA
1.430,M       ,663.405,49,UNV     ,SEP     ,127,85,SANTIAGO        ,0,122.743,0,0,1,0,0,1,3.100.000,NO,FUGA
1.431,M       ,41.250,45,UNV     ,CAS     ,84,91,SANTIAGO        ,0,5.472,0,66.663,1.211,0,1.190,3,1.200.000,NO,FUGA
1.432,M       ,323.191,53,UNV     ,CAS     ,138,1,ARICA           ,1.131.560,112.157,0,1.161.602,1.253,6.366,2.003,3,3.700.000,NO,FUGA
1.433,M       ,843.643,53,UNV     ,,138,1,ARICA           ,89.246,125.992,0,274.086,263,0,607,3,1.000.000,SI,FUGA
1.434,M       ,521.837,27,BAS     ,SOL     ,67,105,SANTIAGO        ,0,83.663,0,52.435,129,0,0,1,2.000.000,NO,FUGA
1.435,M       ,967.467,55,UNV     ,SOL     ,138,1,ARICA           ,0,181.806,0,1.609,71,0,4,2,6.600.000,NO,FUGA
1.436,M       ,382.227,54,UNV     ,CAS     ,28,89,SANTIAGO        ,0,238.684,0,0,62,0,286,1,1.400.000,NO,FUGA
1.437,F       ,166.830,61,MED     ,CAS     ,55,91,SANTIAGO        ,273.608,31.224,0,0,640,212,0,3,550.000,NO,NO FUGA
1.438,M       ,1.200.518,42,UNV     ,CAS     ,19,92,SANTIAGO        ,0,0,0,0,1.329,346,563,1,3.900.000,NO,FUGA
1.439,M       ,1.258.597,40,UNV     ,CAS     ,85,88,SANTIAGO        ,0,263.762,0,0,570,0,0,2,4.800.000,NO,FUGA
1.440,F       ,3.668.665,40,TEC     ,SOL     ,123,16,ANTOFAGASTA     ,690.919,38.052,0,306.419,2.476,12.646,0,1,700.000,NO,NO FUGA
1.441,F       ,65.896,51,MED     ,SEP     ,20,49,LOS ANDES       ,0,0,0,0,0,1.784,0,0,2.000.000,NO,NO FUGA
1.442,F       ,319.188,47,UNV     ,CAS     ,64,85,SANTIAGO        ,0,207.038,0,0,0,1.711,0,0,6.700.000,NO,NO FUGA
1.443,M       ,340.798,49,UNV     ,CAS     ,44,213,LOS ANGELES     ,1.019.813,0,0,0,1.964,0,0,1,2.600.000,SI,NO FUGA
1.444,F       ,513.148,47,MED     ,CAS     ,72,504,DIEGO DE ALMAGRO     ,0,65.428,0,0,0,9.021,0,0,6.100.000,NO,NO FUGA
1.445,M       ,305.034,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,0,0,7.306,1.635,0,794,3,2.000.000,SI,FUGA
1.446,M       ,2.912.031,42,MED     ,CAS     ,19,80,SANTIAGO        ,0,0,0,223.899,0,0,219,1,2.000.000,NO,FUGA
1.447,M       ,546.756,35,TEC     ,SOL     ,54,80,SANTIAGO        ,0,392.389,0,0,0,16.331,0,0,2.100.000,NO,NO FUGA
1.448,M       ,18.912,48,MED     ,CAS     ,55,90,SANTIAGO        ,396.551,3.720,0,382.246,398,7.429,28.851,2,4.600.000,NO,FUGA
1.449,F       ,410.571,51,MED     ,CAS     ,90,88,SANTIAGO        ,0,867.664,0,111.348,1.662,0,445,2,500.000,NO,NO FUGA
1.450,M       ,238.824,27,        ,CAS     ,126,80,SANTIAGO        ,0,66.467,0,17.710,83,0,0,1,1.800.000,SI,FUGA
1.451,F       ,3.030.463,33,TEC     ,SEP     ,108,326,PUNTA ARENAS    ,1.165.363,84.544,0,115.283,1.259,0,32,1,2.800.000,SI,NO FUGA
